item_id,name,description,category,price,address
0x872274ac1c2cb5c3:0x46978365fdaed905,Village Inn,Family-friendly chain serving homestyle American classics such as chicken-fried steak & pot pie.,"['Breakfast restaurant', 'Bakery', 'Brunch restaurant', 'Diner', 'Family restaurant', 'Pie shop', 'Restaurant']",$,"Village Inn, 2017 Menaul Blvd NE, Albuquerque, NM 87107"
0x87220afc84310eaf:0xecd3e92c59392d5f,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 6320 S.e, Central Ave SE, Albuquerque, NM 87108"
0x87220af9413d1de3:0xf586556e6cb56bb3,La Michoacana De Paquime,"Relaxed, roadside parlor providing ice cream along with other traditional Mexican desserts & snacks.",['Ice cream shop'],$,"La Michoacana De Paquime, 6500 Zuni Rd SE, Albuquerque, NM 87108"
0x872274cb168bf23f:0x5506ba6fe2500c7c,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 3800 Menaul Blvd NE, Albuquerque, NM 87112"
0x872274feaea080e5:0xde505bd53c9ba92c,Furr's AYCE Marketplace,Family-friendly chain offering a buffet of hearty American food including Southern dishes.,"['Buffet restaurant', 'American restaurant', 'Restaurant']",$$,"Furr's AYCE Marketplace, 6111 San Mateo Blvd NE # 109, Albuquerque, NM 87109"
0x872274dd9ce9c1b5:0xa0714cf9daa4681f,Lin’s Grand Buffet,"Sprawling, flashy all-you-can-eat restaurant featuring Chinese & Japanese standards.","['Chinese restaurant', 'Asian restaurant', 'Buffet restaurant', 'Sushi restaurant']",$$,"Lin’s Grand Buffet, 4710 Montgomery Blvd NE, Albuquerque, NM 87109"
0x872271405af53fcb:0x989208ceefa8cf14,Chipotle Mexican Grill,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.","['Mexican restaurant', 'Caterer', 'Fast food restaurant']",$,"Chipotle Mexican Grill, 3400 NM 528 NW, Ste B, Albuquerque, NM 87114"
0x87227329570e1c33:0xdfd92676b05ee0a,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 1000 Rio Grande Blvd NW, Albuquerque, NM 87104"
0x8718a08026b192fd:0x6a14ce84ddba49b5,Taco Cabana,"Colorful chain eatery for classic Mexican fare, including freshly made salsa & tortillas.","['Taco restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']",$,"Taco Cabana, 10210 Central Ave NE, Albuquerque, NM 87123"
0x8722787083bd5e6d:0x2eb70ff43299fa43,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 170 E US-550, Bernalillo, NM 87004"
0x87227142870dfdef:0xbfed257b56827715,Bahama Buck's - Albuquerque (Coors Road NW),"Chain with a laid-back, island vibe doling out shaved-ice desserts & smoothies.","['Dessert shop', 'Dessert restaurant', 'Frozen dessert supplier', 'Health food restaurant', 'Ice cream shop', 'Juice shop', 'Soft drinks shop']",$,"Bahama Buck's - Albuquerque (Coors Road NW), 10131 Coors Rd NW Suite L-3, Albuquerque, NM 87114"
0x87227856b206a03f:0x55851da68f8dc0e8,Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']",$$,"Chili's Grill & Bar, 585 NM-528, Bernalillo, NM 87004"
0x872270e6964e5b0b:0x39b289d321edf646,Hot Tamales New Mexican Kitchen,"Family-friendly restaurant offering tamales, fajitas & other Mexican eats, plus weekend breakfast.","['Mexican restaurant', 'Restaurant']",$,"Hot Tamales New Mexican Kitchen, 1520 Rio Rancho Blvd SE, Rio Rancho, NM 87124"
0x87227143eb1d2a99:0xebc5af11db129195,"Rudy's ""Country Store"" and Bar-B-Q","Brisket, ribs & sides served up cafeteria-style in a no-frills setting with indoor picnic tables.",['Barbecue restaurant'],$$,"Rudy's ""Country Store"" and Bar-B-Q, 10136 Coors Blvd NW, Albuquerque, NM 87114"
0x87220b4c226d71fd:0xea26d178a7f7b257,Padilla's Mexican Kitchen,"Mexican eatery is a draw for its burritos, enchiladas & other fare in no-frills, sociable digs.",['Mexican restaurant'],$,"Padilla's Mexican Kitchen, 1510 Girard Blvd NE, Albuquerque, NM 87106"
0x872274fe9b102a41:0xcc4934161ed637d6,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 6220 San Mateo Blvd NE, Albuquerque, NM 87109"
0x8722724ba2d11a0d:0x9cde1f15f2560200,Weck's,Local chain serving hearty American breakfast & lunch fare in a casual setting with a retro vibe.,"['Breakfast restaurant', 'Brunch restaurant']",$$,"Weck's, 6311 Riverside Plaza Ln NW, Albuquerque, NM 87120"
0x8722716809622483:0x508f1052ca078320,Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']",$$,"Chili's Grill & Bar, 10021 Coors Blvd NW, Albuquerque, NM 87114"
0x87220cb8d5a8c3c9:0xd83fa914859583a6,JC's New York Pizza Department,Crispy thin-crust slices & whole pies served alongside pasta & meat dishes from family recipes.,"['Pizza restaurant', 'Italian restaurant', 'Party planner']",$,"JC's New York Pizza Department, 215 Central Ave NW, Albuquerque, NM 87102"
0x87227168defc630d:0x6d993229671f8d8b,BJ's Restaurant & Brewhouse,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,"['Restaurant', 'Bar', 'Brewery', 'Sports bar']",$$,"BJ's Restaurant & Brewhouse, 10000 Coors Boulevard Northwest Ste LI10, Albuquerque, NM 87114"
0x87220b3d6c10eb2f:0xb425a71d3955a3bc,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 4407 Lomas Blvd NE, Albuquerque, NM 87110"
0x87220d6b3041d9ff:0xc07425e14a930fd3,Dillard's,"Department store chain with designer apparel, shoes & accessories, beauty products & home goods.","['Department store', ""Children's clothing store"", 'Clothing store', 'Cosmetics store', 'Fashion accessories store', 'Home goods store', 'Lingerie store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]",$$$,"Dillard's, 10000 Coors Bypass NW, Albuquerque, NM 87114"
0x872274f254281dcd:0xa6cd03e496f6c6eb,Century Rio 24 Plex and XD,"Chain of movie theaters, some with multiple screens, stadium seats & self-service ticketing kiosks.","['Movie theater', 'Snack bar']",,"Century Rio 24 Plex and XD, 4901 Pan American Fwy NE, Albuquerque, NM 87109"
0x87220b6b82363f77:0x474d63886383d689,Kellys Brew Pub,"Traditional sports bar serving burgers, green chile & more amid vintage auto decor & patio seating.","['Sports bar', 'Bar', 'Brewpub', 'Restaurant']",$$,"Kellys Brew Pub, 3222 Central Ave SE, Albuquerque, NM 87106"
0x87220bab91599b39:0xfdf9fa34502123ff,Tia Betty Blue's,"Informal, low-key outlet serving New Mexican fare from blue corn waffle boats to chili & sandwiches.","['Mexican restaurant', 'Cafe', 'Restaurant']",$,"Tia Betty Blue's, 1248 San Mateo Blvd SE, Albuquerque, NM 87108"
0x8718a08b957160f3:0xfb356fc68d1485b8,Chen's Chinese Restaurant,"Family-run fixture providing Chinese specialties & combination plates, plus delivery & catering.",['Chinese restaurant'],$,"Chen's Chinese Restaurant, 235 Juan Tabo Blvd NE, Albuquerque, NM 87123"
0x87220c9e81a7c795:0x39d74947d2d686fb,Roosevelt Park,"A playground & disc-golf course anchor this shaded, 14-acre green space opened in the 1930s.","['Park', 'Tourist attraction']",,"Roosevelt Park, 500 Spruce St SE, Albuquerque, NM 87106"
0x87227535b9d4b065:0xbba24b4bc4c95f97,The Salt Yard - East,"Pub fare & games like cornhole offered in a brick-lined, industrial-style bar with artificial turf.",['Bar'],$$,"The Salt Yard - East, 6001 Osuna Rd NE, Albuquerque, NM 87109"
0x87220cd325a50223:0x35a3c35c800557ae,Albuquerque Museum,"Local history museum featuring maps, photos & crafts depicting the history of Albuquerque.","['Museum', 'Art museum', 'History museum', 'Tourist attraction']",,"Albuquerque Museum, 2000 Mountain Rd NW, Albuquerque, NM 87104"
0x87189e37587c4fdb:0x394219c6be2d477b,Vintage 423,"Steak, seafood & pasta served in a lounge with plush seating, moody lighting & a long wine list.","['Lounge', 'Cocktail bar', 'Steak house', 'Wine bar']",$$$,"Vintage 423, 8000 Paseo Del Norte Blvd NE, Albuquerque, NM 87122"
0x87220924c88abd4d:0x2841c57ad37eba4a,Isleta Amphitheater,"15,000-seat outdoor concert venue hosting big-name bands & festivals, with food & drink vendors.","['Amphitheater', 'Concert hall', 'Event ticket seller', 'Event venue', 'Live music venue', 'Performing arts theater', 'Stage']",,"Isleta Amphitheater, 5601 University Blvd SE, Albuquerque, NM 87106"
0x87227168425a580f:0x5fc7e9d25510715d,Regal UA Cottonwood,"Basic theater with stadium-style seating & snack bar, showing new releases & discounted matinees.",['Movie theater'],,"Regal UA Cottonwood, 10000 Coors Blvd NW, Albuquerque, NM 87114"
0x87220ae69925685f:0x9b6c6de2c09746e5,Tingley Coliseum,"This large arena located at the fairgrounds hosts events such as concerts, horse shows & sports.","['Arena', 'Stadium']",,"Tingley Coliseum, 300 San Pedro Dr NE, Albuquerque, NM 87108"
0x872275b59fd82f61:0xe0eeb1eaaa5ae45b,Freddy's Frozen Custard & Steakburgers,"Retro-style chain for steakburgers, hot dogs & other fast-food staples, plus frozen custard.","['New American restaurant', 'Diner', 'Family restaurant', 'Fast food restaurant', 'Frozen dessert supplier', 'Hamburger restaurant', 'Ice cream shop', 'Soup restaurant']",$,"Freddy's Frozen Custard & Steakburgers, 6240 Paseo Del Norte NE, Albuquerque, NM 87113"
0x872274ed8dcf269b:0x480b5d1178b34e80,Bubba's 33,"Burgers, pizza & beer served alongside many large-screen TVs showing sports & vintage music videos.",['American restaurant'],$$,"Bubba's 33, 4861 Pan American Fwy, Albuquerque, NM 87109"
0x87189fed9bae4563:0x7dbe35c4b054145f,Sprouts Farmers Market,Specialty chain offering a range of natural & organic grocery items (most carry beer & wine).,"['Health food store', ""Farmers' market"", 'Fresh food market', 'Fruit and vegetable store', 'Grocery store', 'Natural goods store', 'Organic food store', 'Produce market', 'Supermarket', 'Vitamin & supplements store']",,"Sprouts Farmers Market, 11201 Montgomery Blvd NE, Albuquerque, NM 87111"
0x87220ad26b8cd81d:0x83a436e9677c4008,JCPenney,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.","['Department store', 'Clothing store', 'Furniture store', 'Jewelry store', 'Shoe store']",$$,"JCPenney, 6600 Menaul Blvd NE Suite 3000, Albuquerque, NM 87110"
0x87220b2c4fdf2505:0x3f8f660fe4998531,Old Navy - with Curbside Pickup,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.","['Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Jeans shop', ""Men's clothing store"", ""Women's clothing store""]",$,"Old Navy - with Curbside Pickup, 4900 Cutler Ave NE Space B, Albuquerque, NM 87110"
0x87227168e403a5d9:0x4e82d5e04e35e815,JCPenney,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.","['Department store', 'Clothing store', 'Furniture store', 'Jewelry store', 'Shoe store']",$$,"JCPenney, 10000 Coors Bypass NW, Albuquerque, NM 87114"
0x87220af11f93a981:0x5fb43cadcd6cdca4,Lindo Mexico,"Upbeat, family-friendly source for tacos, Mexican platters & cocktails served in pineapples.",['Mexican restaurant'],$$,"Lindo Mexico, 7209 Central Ave NE, Albuquerque, NM 87108"
0x8722716810083ca3:0x8bb4c83a490ea89f,Garduno's of Mexico,Cottonwood Mall branch of a local chain doing Mexican standards & creative options in festive digs.,['Mexican restaurant'],$$,"Garduno's of Mexico, 10031 Coors Blvd NW, Albuquerque, NM 87114"
0x87220cd10a74d9bf:0xb0ba9551be7b790e,Garcia's Kitchen - The Original,Long-running local chain serving all-day breakfast & New Mexican favorites in a casual space.,"['Mexican restaurant', 'Breakfast restaurant']",$,"Garcia's Kitchen - The Original, 1736 Central Ave SW, Albuquerque, NM 87104"
0x87220d459f5531b9:0x24f3428b4af3cbef,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 6420 Central Ave SW, Albuquerque, NM 87105"
0x87227142c7fadba1:0xf6b172b29ba2b220,Popeyes Louisiana Kitchen,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']",$,"Popeyes Louisiana Kitchen, 10074 Coors Blvd NW, Albuquerque, NM 87114"
0x872274d6c0df15e3:0x31f8c8c95685a738,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']",$,"Church's Chicken, 2937 San Mateo Blvd NE, Albuquerque, NM 87110"
0x87227168425a580f:0x1cd0cca45434abce,Victoria's Secret,"Chain retailer known for housebrand women’s lingerie, plus pajamas, loungewear & beauty products.","['Lingerie store', 'Perfume store', 'Sportswear store', 'Swimwear store', ""Women's clothing store""]",$$,"Victoria's Secret, 10000 Coors Blvd Bypass NW, Albuquerque, NM 87114"
0x87220cba9df98cbf:0x5024d2298fd8283f,Carl's Jr. #7607,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Hamburger restaurant']",$,"Carl's Jr. #7607, 800-B Broadway Blvd NE, Albuquerque, NM 87102"
0x8722718076e67df5:0xca9a1aacf89eaa3b,Taco Cabana,"Colorful chain eatery for classic Mexican fare, including freshly made salsa & tortillas.","['Taco restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']",$,"Taco Cabana, 3801 7 Bar Loop Rd NW, Albuquerque, NM 87114"
0x87220cedb53b87a5:0x95ed9879898c32bc,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 531 Bridge Blvd SW, Albuquerque, NM 87102"
0x8722724e820438a9:0x3b38c37ff555df93,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 6200 Coors Blvd NW, Albuquerque, NM 87120"
0x87227294dc9ed869:0x12a663c4222d0867,Big 5 Sporting Goods,"Chain retailer providing a full range of sporting & outdoor equipment, shoes & apparel.","['Sporting goods store', 'Camping store', 'Clothing store', 'Outdoor sports store', 'Running store', 'Shoe store', 'Sportswear store']",,"Big 5 Sporting Goods, 3140 Coors Blvd NW, Albuquerque, NM 87120"
0x87220cd311054d09:0x36e3ebb17173823b,Backstreet Grill,"Southwestern fare, including street tacos, plus local beer & wine from a chill eatery with a patio.","['Bar & grill', 'Caterer', 'Restaurant']",$$,"Backstreet Grill, 1919 Old Town Rd NW #6, Albuquerque, NM 87104"
0x872274d69619a6ad:0x8f97a13165e40a9a,Garcia's Kitchen,Long-running local chain serving all-day breakfast & New Mexican favorites in a casual space.,"['Mexican restaurant', 'Restaurant']",$,"Garcia's Kitchen, 2924 San Mateo Blvd NE, Albuquerque, NM 87110"
0x87220ac607815f9b:0xf742daf291f4d2b3,Dillard's,"Department store chain with designer apparel, shoes & accessories, beauty products & home goods.","['Department store', ""Children's clothing store"", 'Clothing store', 'Cosmetics store', 'Fashion accessories store', 'Home goods store', 'Lingerie store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]",$$$,"Dillard's, 2100 Louisiana Blvd NE #155, Albuquerque, NM 87110"
0x872273071d00df13:0x505f50d26447f36a,Flying Star Cafe,"Relaxed cafe chain serving globally influenced American fare, including all-day breakfast.",['Restaurant'],$$,"Flying Star Cafe, 4026 Rio Grande Blvd NW, Albuquerque, NM 87107"
0x872272bfd62941d9:0x15dcbdb04641e2d3,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 2711 Coors Blvd NW, Albuquerque, NM 87120"
0x87220d255418e13d:0x9c1cc54935c678d1,Harbor Freight Tools,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car.",['Hardware store'],$,"Harbor Freight Tools, 4410 Central Ave SW, Albuquerque, NM 87105"
0x87227293625c8b13:0x2683db865ad04d6c,Taco Cabana,"Colorful chain eatery for classic Mexican fare, including freshly made salsa & tortillas.","['Taco restaurant', 'Mexican restaurant', 'Tex-Mex restaurant']",$,"Taco Cabana, 3301 Coors Blvd NW Suite 1, Albuquerque, NM 87120"
0x872274f0e5b56567:0x3cb7ae6aeeb2d9cb,Panera Bread,"Counter-serve bakery/cafe chain serving sandwiches, salads & more, known for its bread & free WiFi.",['Fast food restaurant'],$$,"Panera Bread, 4300 The 25 Way, Albuquerque, NM 87109"
0x87220d37f54e15a1:0x5f4bef53864105e1,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']",$,"Church's Chicken, 5407 Central Ave NW, Albuquerque, NM 87105"
0x87220c7f8be0f15b:0xc18bcc6b26fd77a0,Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']",$,"Denny's, 1620 Towne Center Lane S.E, Albuquerque, NM 87106"
0x872273f7e02c89b5:0xc1948158734054a1,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 8440 4th St NW, Albuquerque, NM 87114"
0x8722714698647fbb:0x633cedda501ee10d,Little Anitas New Mexican Foods,Relaxed regional chain serving Southwestern specialties from breakfast through dinner.,"['Mexican restaurant', 'Latin American restaurant']",$,"Little Anitas New Mexican Foods, 10200 Corrales Rd, Albuquerque, NM 87114"
0x872274eae5e56737:0xbd90882af125e2b2,Fiesta's Restaurant,"Bustling bar & eatery featuring familiar Mexican plates, plus karaoke & pool tables.","['Mexican restaurant', 'Bar', 'Bar & grill', 'Lounge', 'Restaurant', 'Sports bar']",$,"Fiesta's Restaurant, 4400 Carlisle Blvd NE, Albuquerque, NM 87107"
0x872278557c45dd7b:0x7fc9c48e4e371638,PetSmart,"Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).","['Pet supply store', 'Pet adoption service', 'Pet groomer', 'Pet trainer']",,"PetSmart, 7817 Enchanted Hills Blvd NE, Rio Rancho, NM 87144"
0x87220acf5b4b5fb3:0x4b71350dafed7ca7,Trader Joe's,"Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).","['Grocery store', 'Cheese shop', 'Florist', 'Health food store', 'Natural goods store', 'Produce market', 'Supermarket', 'Wine store']",$$,"Trader Joe's, 2200 Uptown Loop Rd NE, Albuquerque, NM 87110"
0x87220aae16b6670f:0xaf4d2e51e1b7c9ae,Los Cuates,"Local restaurant & bar chain serving classic Mexican dishes & burgers in a relaxed, stylish space.","['Mexican restaurant', 'Latin American restaurant', 'Spanish restaurant']",$$,"Los Cuates, 8700 Menaul Blvd NE, Albuquerque, NM 87112"
0x87227339ff929717:0x14905c050d86a8ee,Indian Pueblo Kitchen,"Eatery at the Indian Pueblo Cultural Center with Native-inspired & New Mexico fare, a bar & a patio.",['Native American restaurant'],$$,"Indian Pueblo Kitchen, 2401 12th St NW, Albuquerque, NM 87104"
0x872274fede678717:0xd3f330deea152df2,Hayashi Japanese Steakhouse,Hibachi-style eatery & sprawling sushi bar with over 30 varieties of fish & shellfish options.,"['Japanese steakhouse', 'Asian restaurant', 'Japanese restaurant', 'Lunch restaurant', 'Restaurant', 'Steak house', 'Sushi restaurant']",$$,"Hayashi Japanese Steakhouse, 6321 San Mateo Blvd NE, Albuquerque, NM 87109"
0x872278113f92c789:0x6c0e3efcd6ea2c8d,Black Mesa Casino,"Table games & 600+ slot machines, as well as basic food choices & frequent live music on weekends.","['Casino', 'Tourist attraction']",,"Black Mesa Casino, 25 Hagen Rd, Algodones, NM 87001"
0x872272bffbd5a4e7:0x9f64efc9931ba886,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']",$,"The Home Depot, 2820 Coors Blvd NW, Albuquerque, NM 87120"
0x87227521d93cfb3b:0x5aee2414c1d34b3a,Red Lobster,Lively chain restaurant serving American seafood standards amid New England-themed decor.,"['Seafood restaurant', 'American restaurant', 'Angler fish restaurant', 'Bar', 'Crab house', 'Event venue', 'Family restaurant']",$$,"Red Lobster, REPUBLIC SQUARE, 5555 Montgomery Blvd NE, Albuquerque, NM 87109"
0x87221c8ec0175c71:0xd9a3735ef4899228,Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']",$$,"Chili's Grill & Bar, 2240 Sun Ranch Village Loop SW, Los Lunas, NM 87031"
0x87220b7b68b43775:0x69bd5c94aa28541f,Quarters BBQ,"Quirky combination of a laid-back barbecue spot & a package liquor store for wine, beer & spirits.",['Barbecue restaurant'],$$,"Quarters BBQ, 801 Yale Blvd SE, Albuquerque, NM 87106"
0x87220ac51f73abe1:0x6a8ab585abae8d34,BJ's Restaurant & Brewhouse,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,"['Restaurant', 'Bar', 'Brewery', 'Sports bar']",$$,"BJ's Restaurant & Brewhouse, 2100 Louisiana Blvd NE Bldg 213, Albuquerque, NM 87110"
0x87220ada9e8666a1:0x1e7850bcca8f5aae,Japanese Kitchen Sushi Bar & Cuisine,"Exhibition teppanyaki cooking at a shared table amid an upscale, Asian-inspired environment.","['Japanese restaurant', 'Sushi restaurant']",$$,"Japanese Kitchen Sushi Bar & Cuisine, 6511 Americas Pkwy, Albuquerque, NM 87110"
0x87220cb42b8f491b:0x5c615eccefde84d9,Garcia's Kitchen,Long-running local chain serving all-day breakfast & New Mexican favorites in a casual space.,"['Mexican restaurant', 'Breakfast restaurant', 'Restaurant']",$,"Garcia's Kitchen, 1113 4th St NW, Albuquerque, NM 87102"
0x872036582b9e0cb9:0x4456793ff062c3c0,The Owl Bar & Cafe,"This historic, rustic, neighborhood stop is known for its kitschy decor & green chile cheeseburgers.","['Cafe', 'Bar', 'Restaurant']",$,"The Owl Bar & Cafe, 77 US-380, San Antonio, NM 87832"
0x87220cd4b5131635:0xbb195d8199edd644,Monica's El Portal Restaurant,Quaint cafe with a cozy patio & antique touches doling out popular Mexican eats & margaritas.,['Mexican restaurant'],$,"Monica's El Portal Restaurant, 321 Rio Grande Blvd NW, Albuquerque, NM 87104"
0x872274d2a43fb59d:0x1fd1e8302b365fe1,Mac's Steak In the Rough,Sleekly renovated old-school drive-in delivering fast-food classics & deep-fried steak fingers.,"['Fast food restaurant', 'Steak house']",$,"Mac's Steak In the Rough, 4515 Menaul Blvd NE, Albuquerque, NM 87110"
0x872274de5c78f1c5:0x66f0729db004e651,Popeyes Louisiana Kitchen,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']",$,"Popeyes Louisiana Kitchen, 4240 San Mateo Blvd NE, Albuquerque, NM 87110"
0x87220b35ea726af5:0x2425f95c06a8dc62,Whole Foods Market,"Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).","['Grocery store', 'Health food store', 'Natural goods store', 'Supermarket']",$$$,"Whole Foods Market, 2103 Carlisle Blvd NE, Albuquerque, NM 87110"
0x87220cd3669386ff:0x1d2892954ff71c95,Old Town Plaza,Square at the point where Spanish Governor Cuervo y Valdes officially founded Albuquerque in 1706.,"['Park', 'Tourist attraction']",,"Old Town Plaza, 200 N Plaza St NW, Albuquerque, NM 87104"
0x8722736fc38e57ff:0x88851a1accbc9f6f,Garcia's Kitchen,Long-running local chain serving all-day breakfast & New Mexican favorites in a casual space.,['Mexican restaurant'],$,"Garcia's Kitchen, 4917 4th St NW, Albuquerque, NM 87107"
0x87220acfb615b6c1:0x7930175017e9ab07,Elephant Bar Restaurant,"Informal chain with a menu built on Pan-Asian, wok-fired plates & global fare.","['American restaurant', 'Asian restaurant', 'Bar', 'Cocktail bar', 'Restaurant']",$$,"Elephant Bar Restaurant, 2240 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87220cbce7248169:0xc3c8e3ab6c8ea8bb,The Daily Grind,"Vibrant eatery with a casual vibe serving coffee & eclectic comfort cuisine, including breakfast.",['American restaurant'],$$,"The Daily Grind, 4360 Cutler Ave NE, Albuquerque, NM 87110"
0x872274fa78735709:0xab950070a820a93c,Pars Cuisine,"Vibrant eatery features Mediterranean & Persian meals, a hookah bar, patio & regular belly dancers.","['Persian restaurant', 'European restaurant', 'Mediterranean restaurant', 'Middle Eastern restaurant', 'Restaurant']",$$,"Pars Cuisine, 4320 The 25 Way NE #100, Albuquerque, NM 87108"
0x8722734f271bc995:0x1b3dbefa27f948b,Dollar Tree,"Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Craft store', 'Discount store', 'Grocery store', 'Home goods store', 'Kitchen supply store', 'Party store', 'School supply store', 'Toy store', 'Variety store']",$,"Dollar Tree, 300 Menaul Blvd NW #101, Albuquerque, NM 87107"
0x872272ba1a142cb5:0x35105f2133d53cc8,Buffalo Wild Wings,Lively sports-bar chain dishing up wings & other American pub grub amid lots of large-screen TVs.,"['Chicken wings restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant', 'Restaurant', 'Sports bar']",$$,"Buffalo Wild Wings, 6001 Iliff Rd NW, Albuquerque, NM 87121"
0x87220b67a4ca90f5:0x3b0aaa61eca5c520,Popejoy Hall,"UNM performing-arts theater hosting Broadway shows, dance companies & other national acts.","['Performing arts theater', 'Concert hall']",,"Popejoy Hall, 203 Cornell Dr, Albuquerque, NM 87131"
0x872272b2f298d3bd:0x7bafae15c561a4be,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 641 Coors Blvd NW, Albuquerque, NM 87121"
